04/07/10,"Cardinals at Reds","Great American Ball Park",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/07/10,"Cubs at Braves","Turner Field",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/07/10,"Dodgers at Pirates","PNC Park",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/07/10,"Giants at Astros","Minute Maid Park",11:05:00 AM,12:05:00 PM,01:05:00 PM,02:05:00 PM
04/07/10,"Indians at White Sox","U.S. Cellular Field",05:10:00 PM,06:10:00 PM,07:10:00 PM,08:10:00 PM
04/07/10,"Mariners at Athletics","Oakland Coliseum",07:05:00 PM,08:05:00 PM,09:05:00 PM,10:05:00 PM
04/07/10,"Marlins at Mets","Citi Field",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/07/10,"Orioles at Rays","Tropicana Field",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/07/10,"Padres at Diamondbacks","Chase Field",06:40:00 PM,07:40:00 PM,08:40:00 PM,09:40:00 PM
04/07/10,"Phillies at Nationals","Nationals Park",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/07/10,"Rockies at Brewers","Miller Park",10:10:00 AM,11:10:00 AM,12:10:00 PM,01:10:00 PM
04/07/10,"Tigers at Royals","Kauffman Stadium",05:10:00 PM,06:10:00 PM,07:10:00 PM,08:10:00 PM
04/07/10,"Twins at Angels","Angel Stadium of Anaheim",07:05:00 PM,08:05:00 PM,09:05:00 PM,10:05:00 PM
04/07/10,"Yankees at Red Sox","Fenway Park",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/08/10,"Blue Jays at Rangers","Rangers Ballpark in Arlington",11:05:00 AM,12:05:00 PM,01:05:00 PM,02:05:00 PM
04/08/10,"Cardinals at Reds","Great American Ball Park",09:35:00 AM,10:35:00 AM,11:35:00 AM,12:35:00 PM
04/08/10,"Cubs at Braves","Turner Field",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/08/10,"Dodgers at Pirates","PNC Park",09:35:00 AM,10:35:00 AM,11:35:00 AM,12:35:00 PM
04/08/10,"Indians at White Sox","U.S. Cellular Field",05:10:00 PM,06:10:00 PM,07:10:00 PM,08:10:00 PM
04/08/10,"Mariners at Athletics","Oakland Coliseum",12:35:00 PM,01:35:00 PM,02:35:00 PM,03:35:00 PM
04/08/10,"Marlins at Mets","Citi Field",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/08/10,"Orioles at Rays","Tropicana Field",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/08/10,"Phillies at Nationals","Nationals Park",01:35:00 PM,02:35:00 PM,03:35:00 PM,04:35:00 PM
04/08/10,"Tigers at Royals","Kauffman Stadium",11:10:00 AM,12:10:00 PM,01:10:00 PM,02:10:00 PM
04/08/10,"Twins at Angels","Angel Stadium of Anaheim",07:05:00 PM,08:05:00 PM,09:05:00 PM,10:05:00 PM
04/09/10,"Athletics at Angels","Angel Stadium of Anaheim",07:05:00 PM,08:05:00 PM,09:05:00 PM,10:05:00 PM
04/09/10,"Blue Jays at Orioles","Oriole Park at Camden Yards",12:05:00 PM,01:05:00 PM,02:05:00 PM,03:05:00 PM
04/09/10,"Braves at Giants","AT&T Park",01:35:00 PM,02:35:00 PM,03:35:00 PM,04:35:00 PM
04/09/10,"Cardinals at Brewers","Miller Park",05:10:00 PM,06:10:00 PM,07:10:00 PM,08:10:00 PM
04/09/10,"Cubs at Reds","Great American Ball Park",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/09/10,"Dodgers at Marlins","Sun Life Stadium",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/09/10,"Indians at Tigers","Comerica Park",10:05:00 AM,11:05:00 AM,12:05:00 PM,01:05:00 PM
04/09/10,"Mariners at Rangers","Rangers Ballpark in Arlington",05:05:00 PM,06:05:00 PM,07:05:00 PM,08:05:00 PM
04/09/10,"Nationals at Mets","Citi Field",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/09/10,"Padres at Rockies","Coors Field",01:10:00 PM,02:10:00 PM,03:10:00 PM,04:10:00 PM
04/09/10,"Phillies at Astros","Minute Maid Park",05:05:00 PM,06:05:00 PM,07:05:00 PM,08:05:00 PM
04/09/10,"Pirates at Diamondbacks","Chase Field",06:40:00 PM,07:40:00 PM,08:40:00 PM,09:40:00 PM
04/09/10,"Red Sox at Royals","Kauffman Stadium",05:10:00 PM,06:10:00 PM,07:10:00 PM,08:10:00 PM
04/09/10,"Twins at White Sox","U.S. Cellular Field",05:10:00 PM,06:10:00 PM,07:10:00 PM,08:10:00 PM
04/09/10,"Yankees at Rays","Tropicana Field",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/10/10,"Athletics at Angels","Angel Stadium of Anaheim",06:05:00 PM,07:05:00 PM,08:05:00 PM,09:05:00 PM
04/10/10,"Blue Jays at Orioles","Oriole Park at Camden Yards",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/10/10,"Braves at Giants","AT&T Park",07:05:00 PM,08:05:00 PM,09:05:00 PM,10:05:00 PM
04/10/10,"Cardinals at Brewers","Miller Park",12:10:00 PM,01:10:00 PM,02:10:00 PM,03:10:00 PM
04/10/10,"Cubs at Reds","Great American Ball Park",10:10:00 AM,11:10:00 AM,12:10:00 PM,01:10:00 PM
04/10/10,"Dodgers at Marlins","Sun Life Stadium",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/10/10,"Indians at Tigers","Comerica Park",10:05:00 AM,11:05:00 AM,12:05:00 PM,01:05:00 PM
04/10/10,"Mariners at Rangers","Rangers Ballpark in Arlington",12:10:00 PM,01:10:00 PM,02:10:00 PM,03:10:00 PM
04/10/10,"Nationals at Mets","Citi Field",10:10:00 AM,11:10:00 AM,12:10:00 PM,01:10:00 PM
04/10/10,"Padres at Rockies","Coors Field",05:10:00 PM,06:10:00 PM,07:10:00 PM,08:10:00 PM
04/10/10,"Phillies at Astros","Minute Maid Park",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/10/10,"Pirates at Diamondbacks","Chase Field",05:10:00 PM,06:10:00 PM,07:10:00 PM,08:10:00 PM
04/10/10,"Red Sox at Royals","Kauffman Stadium",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/10/10,"Twins at White Sox","U.S. Cellular Field",10:05:00 AM,11:05:00 AM,12:05:00 PM,01:05:00 PM
04/10/10,"Yankees at Rays","Tropicana Field",12:10:00 PM,01:10:00 PM,02:10:00 PM,03:10:00 PM
04/11/10,"Athletics at Angels","Angel Stadium of Anaheim",12:35:00 PM,01:35:00 PM,02:35:00 PM,03:35:00 PM
04/11/10,"Blue Jays at Orioles","Oriole Park at Camden Yards",10:35:00 AM,11:35:00 AM,12:35:00 PM,01:35:00 PM
04/11/10,"Braves at Giants","AT&T Park",01:05:00 PM,02:05:00 PM,03:05:00 PM,04:05:00 PM
04/11/10,"Cardinals at Brewers","Miller Park",05:05:00 PM,06:05:00 PM,07:05:00 PM,08:05:00 PM
04/11/10,"Cubs at Reds","Great American Ball Park",10:10:00 AM,11:10:00 AM,12:10:00 PM,01:10:00 PM
04/11/10,"Dodgers at Marlins","Sun Life Stadium",10:10:00 AM,11:10:00 AM,12:10:00 PM,01:10:00 PM
04/11/10,"Indians at Tigers","Comerica Park",10:05:00 AM,11:05:00 AM,12:05:00 PM,01:05:00 PM
04/11/10,"Mariners at Rangers","Rangers Ballpark in Arlington",12:05:00 PM,01:05:00 PM,02:05:00 PM,03:05:00 PM
04/11/10,"Nationals at Mets","Citi Field",10:10:00 AM,11:10:00 AM,12:10:00 PM,01:10:00 PM
04/11/10,"Padres at Rockies","Coors Field",12:10:00 PM,01:10:00 PM,02:10:00 PM,03:10:00 PM
04/11/10,"Phillies at Astros","Minute Maid Park",11:05:00 AM,12:05:00 PM,01:05:00 PM,02:05:00 PM
04/11/10,"Pirates at Diamondbacks","Chase Field",01:10:00 PM,02:10:00 PM,03:10:00 PM,04:10:00 PM
04/11/10,"Red Sox at Royals","Kauffman Stadium",11:10:00 AM,12:10:00 PM,01:10:00 PM,02:10:00 PM
04/11/10,"Twins at White Sox","U.S. Cellular Field",11:05:00 AM,12:05:00 PM,01:05:00 PM,02:05:00 PM
04/11/10,"Yankees at Rays","Tropicana Field",10:40:00 AM,11:40:00 AM,12:40:00 PM,01:40:00 PM
04/12/10,"Astros at Cardinals","Busch Stadium",01:15:00 PM,02:15:00 PM,03:15:00 PM,04:15:00 PM
04/12/10,"Athletics at Mariners","Safeco Field",03:40:00 PM,04:40:00 PM,05:40:00 PM,06:40:00 PM
04/12/10,"Braves at Padres","PETCO Park",03:35:00 PM,04:35:00 PM,05:35:00 PM,06:35:00 PM
04/12/10,"Brewers at Cubs","Wrigley Field",11:20:00 AM,12:20:00 PM,01:20:00 PM,02:20:00 PM
04/12/10,"Nationals at Phillies","Citizens Bank Park",12:05:00 PM,01:05:00 PM,02:05:00 PM,03:05:00 PM
04/12/10,"Pirates at Giants","AT&T Park",07:15:00 PM,08:15:00 PM,09:15:00 PM,10:15:00 PM
04/12/10,"Rangers at Indians","Progressive Field",12:05:00 PM,01:05:00 PM,02:05:00 PM,03:05:00 PM
04/12/10,"Rays at Orioles","Oriole Park at Camden Yards",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/12/10,"Red Sox at Twins","Target Field",01:10:00 PM,02:10:00 PM,03:10:00 PM,04:10:00 PM
04/12/10,"Reds at Marlins","Sun Life Stadium",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/12/10,"Royals at Tigers","Comerica Park",10:05:00 AM,11:05:00 AM,12:05:00 PM,01:05:00 PM
04/12/10,"White Sox at Blue Jays","Rogers Centre",04:20:00 PM,05:20:00 PM,06:20:00 PM,07:20:00 PM
04/13/10,"Angels at Yankees","Yankee Stadium",10:05:00 AM,11:05:00 AM,12:05:00 PM,01:05:00 PM
04/13/10,"Athletics at Mariners","Safeco Field",07:10:00 PM,08:10:00 PM,09:10:00 PM,10:10:00 PM
04/13/10,"Diamondbacks at Dodgers","Dodger Stadium",01:10:00 PM,02:10:00 PM,03:10:00 PM,04:10:00 PM
04/13/10,"Mets at Rockies","Coors Field",05:40:00 PM,06:40:00 PM,07:40:00 PM,08:40:00 PM
04/13/10,"Pirates at Giants","AT&T Park",07:15:00 PM,08:15:00 PM,09:15:00 PM,10:15:00 PM
04/13/10,"Rays at Orioles","Oriole Park at Camden Yards",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/13/10,"Reds at Marlins","Sun Life Stadium",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/13/10,"Royals at Tigers","Comerica Park",10:05:00 AM,11:05:00 AM,12:05:00 PM,01:05:00 PM
04/13/10,"White Sox at Blue Jays","Rogers Centre",04:07:00 PM,05:07:00 PM,06:07:00 PM,07:07:00 PM
04/14/10,"Angels at Yankees","Yankee Stadium",10:05:00 AM,11:05:00 AM,12:05:00 PM,01:05:00 PM
04/14/10,"Astros at Cardinals","Busch Stadium",05:15:00 PM,06:15:00 PM,07:15:00 PM,08:15:00 PM
04/14/10,"Athletics at Mariners","Safeco Field",07:10:00 PM,08:10:00 PM,09:10:00 PM,10:10:00 PM
04/14/10,"Braves at Padres","PETCO Park",07:05:00 PM,08:05:00 PM,09:05:00 PM,10:05:00 PM
04/14/10,"Brewers at Cubs","Wrigley Field",11:20:00 AM,12:20:00 PM,01:20:00 PM,02:20:00 PM
04/14/10,"Diamondbacks at Dodgers","Dodger Stadium",07:10:00 PM,08:10:00 PM,09:10:00 PM,10:10:00 PM
04/14/10,"Mets at Rockies","Coors Field",05:40:00 PM,06:40:00 PM,07:40:00 PM,08:40:00 PM
04/14/10,"Nationals at Phillies","Citizens Bank Park",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/14/10,"Pirates at Giants","AT&T Park",12:45:00 PM,01:45:00 PM,02:45:00 PM,03:45:00 PM
04/14/10,"Rangers at Indians","Progressive Field",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/14/10,"Rays at Orioles","Oriole Park at Camden Yards",10:35:00 AM,11:35:00 AM,12:35:00 PM,01:35:00 PM
04/14/10,"Red Sox at Twins","Target Field",10:10:00 AM,11:10:00 AM,12:10:00 PM,01:10:00 PM
04/14/10,"Reds at Marlins","Sun Life Stadium",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/14/10,"Royals at Tigers","Comerica Park",10:05:00 AM,11:05:00 AM,12:05:00 PM,01:05:00 PM
04/14/10,"White Sox at Blue Jays","Rogers Centre",04:07:00 PM,05:07:00 PM,06:07:00 PM,07:07:00 PM
04/15/10,"Angels at Yankees","Yankee Stadium",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/15/10,"Astros at Cardinals","Busch Stadium",10:40:00 AM,11:40:00 AM,12:40:00 PM,01:40:00 PM
04/15/10,"Braves at Padres","PETCO Park",03:35:00 PM,04:35:00 PM,05:35:00 PM,06:35:00 PM
04/15/10,"Brewers at Cubs","Wrigley Field",11:20:00 AM,12:20:00 PM,01:20:00 PM,02:20:00 PM
04/15/10,"Diamondbacks at Dodgers","Dodger Stadium",07:10:00 PM,08:10:00 PM,09:10:00 PM,10:10:00 PM
04/15/10,"Mets at Rockies","Coors Field",12:10:00 PM,01:10:00 PM,02:10:00 PM,03:10:00 PM
04/15/10,"Nationals at Phillies","Citizens Bank Park",12:05:00 PM,01:05:00 PM,02:05:00 PM,03:05:00 PM
04/15/10,"Orioles at Athletics","Oakland Coliseum",07:05:00 PM,08:05:00 PM,09:05:00 PM,10:05:00 PM
04/15/10,"Rangers at Indians","Progressive Field",09:05:00 AM,10:05:00 AM,11:05:00 AM,12:05:00 PM
04/15/10,"Red Sox at Twins","Target Field",10:10:00 AM,11:10:00 AM,12:10:00 PM,01:10:00 PM
04/15/10,"Reds at Marlins","Sun Life Stadium",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/15/10,"White Sox at Blue Jays","Rogers Centre",04:07:00 PM,05:07:00 PM,06:07:00 PM,07:07:00 PM
04/16/10,"Angels at Blue Jays","Rogers Centre",04:07:00 PM,05:07:00 PM,06:07:00 PM,07:07:00 PM
04/16/10,"Astros at Cubs","Wrigley Field",11:20:00 AM,12:20:00 PM,01:20:00 PM,02:20:00 PM
04/16/10,"Brewers at Nationals","Nationals Park",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/16/10,"Diamondbacks at Padres","PETCO Park",07:05:00 PM,08:05:00 PM,09:05:00 PM,10:05:00 PM
04/16/10,"Giants at Dodgers","Dodger Stadium",07:10:00 PM,08:10:00 PM,09:10:00 PM,10:10:00 PM
04/16/10,"Marlins at Phillies","Citizens Bank Park",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/16/10,"Mets at Cardinals","Busch Stadium",05:15:00 PM,06:15:00 PM,07:15:00 PM,08:15:00 PM
04/16/10,"Orioles at Athletics","Oakland Coliseum",07:05:00 PM,08:05:00 PM,09:05:00 PM,10:05:00 PM
04/16/10,"Rangers at Yankees","Yankee Stadium",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/16/10,"Rays at Red Sox","Fenway Park",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/16/10,"Reds at Pirates","PNC Park",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/16/10,"Rockies at Braves","Turner Field",04:35:00 PM,05:35:00 PM,06:35:00 PM,07:35:00 PM
04/16/10,"Royals at Twins","Target Field",05:10:00 PM,06:10:00 PM,07:10:00 PM,08:10:00 PM
04/16/10,"Tigers at Mariners","Safeco Field",07:10:00 PM,08:10:00 PM,09:10:00 PM,10:10:00 PM
04/16/10,"White Sox at Indians","Progressive Field",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/17/10,"Angels at Blue Jays","Rogers Centre",10:07:00 AM,11:07:00 AM,12:07:00 PM,01:07:00 PM
04/17/10,"Astros at Cubs","Wrigley Field",10:05:00 AM,11:05:00 AM,12:05:00 PM,01:05:00 PM
04/17/10,"Brewers at Nationals","Nationals Park",10:05:00 AM,11:05:00 AM,12:05:00 PM,01:05:00 PM
04/17/10,"Diamondbacks at Padres","PETCO Park",05:35:00 PM,06:35:00 PM,07:35:00 PM,08:35:00 PM
04/17/10,"Giants at Dodgers","Dodger Stadium",01:10:00 PM,02:10:00 PM,03:10:00 PM,04:10:00 PM
04/17/10,"Marlins at Phillies","Citizens Bank Park",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/17/10,"Mets at Cardinals","Busch Stadium",01:10:00 PM,02:10:00 PM,03:10:00 PM,04:10:00 PM
04/17/10,"Orioles at Athletics","Oakland Coliseum",01:05:00 PM,02:05:00 PM,03:05:00 PM,04:05:00 PM
04/17/10,"Rangers at Yankees","Yankee Stadium",10:05:00 AM,11:05:00 AM,12:05:00 PM,01:05:00 PM
04/17/10,"Rays at Red Sox","Fenway Park",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/17/10,"Reds at Pirates","PNC Park",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/17/10,"Rockies at Braves","Turner Field",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/17/10,"Royals at Twins","Target Field",10:10:00 AM,11:10:00 AM,12:10:00 PM,01:10:00 PM
04/17/10,"Tigers at Mariners","Safeco Field",06:10:00 PM,07:10:00 PM,08:10:00 PM,09:10:00 PM
04/17/10,"White Sox at Indians","Progressive Field",01:10:00 PM,02:10:00 PM,03:10:00 PM,04:10:00 PM
04/18/10,"Angels at Blue Jays","Rogers Centre",10:07:00 AM,11:07:00 AM,12:07:00 PM,01:07:00 PM
04/18/10,"Astros at Cubs","Wrigley Field",11:20:00 AM,12:20:00 PM,01:20:00 PM,02:20:00 PM
04/18/10,"Brewers at Nationals","Nationals Park",10:35:00 AM,11:35:00 AM,12:35:00 PM,01:35:00 PM
04/18/10,"Diamondbacks at Padres","PETCO Park",01:05:00 PM,02:05:00 PM,03:05:00 PM,04:05:00 PM
04/18/10,"Giants at Dodgers","Dodger Stadium",01:10:00 PM,02:10:00 PM,03:10:00 PM,04:10:00 PM
04/18/10,"Marlins at Phillies","Citizens Bank Park",10:35:00 AM,11:35:00 AM,12:35:00 PM,01:35:00 PM
04/18/10,"Mets at Cardinals","Busch Stadium",05:05:00 PM,06:05:00 PM,07:05:00 PM,08:05:00 PM
04/18/10,"Orioles at Athletics","Oakland Coliseum",01:05:00 PM,02:05:00 PM,03:05:00 PM,04:05:00 PM
04/18/10,"Rangers at Yankees","Yankee Stadium",10:05:00 AM,11:05:00 AM,12:05:00 PM,01:05:00 PM
04/18/10,"Rays at Red Sox","Fenway Park",10:35:00 AM,11:35:00 AM,12:35:00 PM,01:35:00 PM
04/18/10,"Reds at Pirates","PNC Park",10:35:00 AM,11:35:00 AM,12:35:00 PM,01:35:00 PM
04/18/10,"Rockies at Braves","Turner Field",10:35:00 AM,11:35:00 AM,12:35:00 PM,01:35:00 PM
04/18/10,"Royals at Twins","Target Field",11:10:00 AM,12:10:00 PM,01:10:00 PM,02:10:00 PM
04/18/10,"Tigers at Mariners","Safeco Field",01:10:00 PM,02:10:00 PM,03:10:00 PM,04:10:00 PM
04/18/10,"White Sox at Indians","Progressive Field",10:05:00 AM,11:05:00 AM,12:05:00 PM,01:05:00 PM
04/19/10,"Cardinals at Diamondbacks","Chase Field",06:40:00 PM,07:40:00 PM,08:40:00 PM,09:40:00 PM
04/19/10,"Cubs at Mets","Citi Field",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/19/10,"Giants at Padres","PETCO Park",07:05:00 PM,08:05:00 PM,09:05:00 PM,10:05:00 PM
04/19/10,"Orioles at Mariners","Safeco Field",07:10:00 PM,08:10:00 PM,09:10:00 PM,10:10:00 PM
04/19/10,"Rays at Red Sox","Fenway Park",08:05:00 AM,09:05:00 AM,10:05:00 AM,11:05:00 AM
04/19/10,"Rockies at Nationals","Nationals Park",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/19/10,"Royals at Blue Jays","Rogers Centre",04:07:00 PM,05:07:00 PM,06:07:00 PM,07:07:00 PM
04/19/10,"Tigers at Angels","Angel Stadium of Anaheim",07:05:00 PM,08:05:00 PM,09:05:00 PM,10:05:00 PM
04/20/10,"Brewers at Pirates","PNC Park",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/20/10,"Cardinals at Diamondbacks","Chase Field",06:40:00 PM,07:40:00 PM,08:40:00 PM,09:40:00 PM
04/20/10,"Cubs at Mets","Citi Field",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/20/10,"Dodgers at Reds","Great American Ball Park",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/20/10,"Giants at Padres","PETCO Park",07:05:00 PM,08:05:00 PM,09:05:00 PM,10:05:00 PM
04/20/10,"Indians at Twins","Target Field",05:10:00 PM,06:10:00 PM,07:10:00 PM,08:10:00 PM
04/20/10,"Marlins at Astros","Minute Maid Park",05:05:00 PM,06:05:00 PM,07:05:00 PM,08:05:00 PM
04/20/10,"Orioles at Mariners","Safeco Field",07:10:00 PM,08:10:00 PM,09:10:00 PM,10:10:00 PM
04/20/10,"Phillies at Braves","Turner Field",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/20/10,"Rangers at Red Sox","Fenway Park",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/20/10,"Rays at White Sox","U.S. Cellular Field",05:10:00 PM,06:10:00 PM,07:10:00 PM,08:10:00 PM
04/20/10,"Rockies at Nationals","Nationals Park",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/20/10,"Royals at Blue Jays","Rogers Centre",04:07:00 PM,05:07:00 PM,06:07:00 PM,07:07:00 PM
04/20/10,"Tigers at Angels","Angel Stadium of Anaheim",07:05:00 PM,08:05:00 PM,09:05:00 PM,10:05:00 PM
04/20/10,"Yankees at Athletics","Oakland Coliseum",07:05:00 PM,08:05:00 PM,09:05:00 PM,10:05:00 PM
04/21/10,"Brewers at Pirates","PNC Park",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/21/10,"Cardinals at Diamondbacks","Chase Field",06:40:00 PM,07:40:00 PM,08:40:00 PM,09:40:00 PM
04/21/10,"Cubs at Mets","Citi Field",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/21/10,"Dodgers at Reds","Great American Ball Park",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/21/10,"Giants at Padres","PETCO Park",03:35:00 PM,04:35:00 PM,05:35:00 PM,06:35:00 PM
04/21/10,"Indians at Twins","Target Field",05:10:00 PM,06:10:00 PM,07:10:00 PM,08:10:00 PM
04/21/10,"Marlins at Astros","Minute Maid Park",05:05:00 PM,06:05:00 PM,07:05:00 PM,08:05:00 PM
04/21/10,"Orioles at Mariners","Safeco Field",07:10:00 PM,08:10:00 PM,09:10:00 PM,10:10:00 PM
04/21/10,"Phillies at Braves","Turner Field",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/21/10,"Rangers at Red Sox","Fenway Park",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/21/10,"Rays at White Sox","U.S. Cellular Field",05:10:00 PM,06:10:00 PM,07:10:00 PM,08:10:00 PM
04/21/10,"Rockies at Nationals","Nationals Park",04:05:00 PM,05:05:00 PM,06:05:00 PM,07:05:00 PM
04/21/10,"Royals at Blue Jays","Rogers Centre",09:37:00 AM,10:37:00 AM,11:37:00 AM,12:37:00 PM
04/21/10,"Tigers at Angels","Angel Stadium of Anaheim",07:05:00 PM,08:05:00 PM,09:05:00 PM,10:05:00 PM
04/21/10,"Yankees at Athletics","Oakland Coliseum",07:05:00 PM,08:05:00 PM,09:05:00 PM,10:05:00 PM
04/22/10,"Brewers at Pirates","PNC Park",09:35:00 AM,10:35:00 AM,11:35:00 AM,12:35:00 PM
04/22/10,"Cubs at Mets","Citi Field",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/22/10,"Dodgers at Reds","Great American Ball Park",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
04/22/10,"Indians at Twins","Target Field",10:10:00 AM,11:10:00 AM,12:10:00 PM,01:10:00 PM
04/22/10,"Marlins at Astros","Minute Maid Park",05:05:00 PM,06:05:00 PM,07:05:00 PM,08:05:00 PM
04/22/10,"Phillies at Braves","Turner Field",04:10:00 PM,05:10:00 PM,06:10:00 PM,07:10:00 PM
